section,.imp,arm,arm_id,rows,clones,unique_stay,period_event_sum,weighted_event_sum,min_time_start_h,max_time_end_h,missing_weight_rows,mean_weight,max_weight,clone_with_event,clone_with_gt1_event,zero_period_clones,period_type,time_axis,time_start_h,time_end_h,events,weighted_events
period_counts,3,0-3h,1,18953,,,,,,,,,,,,,hour,h0,0,1,0,0
period_counts,3,0-3h,1,18953,,,,,,,,,,,,,hour,h1,1,2,0,0
period_counts,3,0-3h,1,18953,,,,,,,,,,,,,hour,h2,2,3,0,0
period_counts,3,0-3h,1,3439,,,,,,,,,,,,,hour,h3,3,4,0,0
period_counts,3,0-3h,1,3439,,,,,,,,,,,,,hour,h4,4,5,0,0
period_counts,3,0-3h,1,3439,,,,,,,,,,,,,hour,h5,5,6,0,0
period_counts,3,0-3h,1,3439,,,,,,,,,,,,,hour,h6,6,7,0,0
period_counts,3,0-3h,1,3439,,,,,,,,,,,,,hour,h7,7,8,0,0
period_counts,3,0-3h,1,3439,,,,,,,,,,,,,hour,h8,8,9,0,0
period_counts,3,0-3h,1,3439,,,,,,,,,,,,,hour,h9,9,10,0,0
period_counts,3,0-3h,1,3439,,,,,,,,,,,,,hour,h10,10,11,0,0
period_counts,3,0-3h,1,3439,,,,,,,,,,,,,hour,h11,11,12,9,9.55153562809685
period_counts,3,0-3h,1,3430,,,,,,,,,,,,,hour,h12,12,13,0,0
period_counts,3,0-3h,1,3430,,,,,,,,,,,,,hour,h13,13,14,0,0
period_counts,3,0-3h,1,3430,,,,,,,,,,,,,hour,h14,14,15,0,0
period_counts,3,0-3h,1,3430,,,,,,,,,,,,,hour,h15,15,16,0,0
period_counts,3,0-3h,1,3430,,,,,,,,,,,,,hour,h16,16,17,0,0
period_counts,3,0-3h,1,3430,,,,,,,,,,,,,hour,h17,17,18,0,0
period_counts,3,0-3h,1,3430,,,,,,,,,,,,,hour,h18,18,19,0,0
period_counts,3,0-3h,1,3430,,,,,,,,,,,,,hour,h19,19,20,0,0
period_counts,3,0-3h,1,3430,,,,,,,,,,,,,hour,h20,20,21,0,0
period_counts,3,0-3h,1,3430,,,,,,,,,,,,,hour,h21,21,22,0,0
period_counts,3,0-3h,1,3430,,,,,,,,,,,,,hour,h22,22,23,0,0
period_counts,3,0-3h,1,3430,,,,,,,,,,,,,hour,h23,23,24,66,73.9381653252141
period_counts,3,0-3h,1,3364,,,,,,,,,,,,,day,day2,24,48,69,51.2157436718292
period_counts,3,0-3h,1,3295,,,,,,,,,,,,,day,day3,48,72,49,45.7639128851973
period_counts,3,0-3h,1,3246,,,,,,,,,,,,,day,day4,72,96,41,29.5179093603023
period_counts,3,0-3h,1,3205,,,,,,,,,,,,,day,day5,96,120,44,40.3437174763549
period_counts,3,0-3h,1,3161,,,,,,,,,,,,,day,day6,120,144,35,35.4448042385869
period_counts,3,0-3h,1,3126,,,,,,,,,,,,,day,day7,144,168,39,29.5883939562893
period_counts,3,0-3h,1,3087,,,,,,,,,,,,,day,day8,168,192,31,25.7436842992496
period_counts,3,0-3h,1,3056,,,,,,,,,,,,,day,day9,192,216,24,23.0589899159918
period_counts,3,0-3h,1,3032,,,,,,,,,,,,,day,day10,216,240,20,17.5457725936289
period_counts,3,0-3h,1,3012,,,,,,,,,,,,,day,day11,240,264,21,19.4041151274228
period_counts,3,0-3h,1,2991,,,,,,,,,,,,,day,day12,264,288,16,17.2517228909725
period_counts,3,0-3h,1,2975,,,,,,,,,,,,,day,day13,288,312,11,7.02926831315998
period_counts,3,0-3h,1,2964,,,,,,,,,,,,,day,day14,312,336,19,17.7017587536639
period_counts,3,0-3h,1,2945,,,,,,,,,,,,,day,day15,336,360,14,12.9855119783908
period_counts,3,0-3h,1,2931,,,,,,,,,,,,,day,day16,360,384,16,14.1773559337561
period_counts,3,0-3h,1,2915,,,,,,,,,,,,,day,day17,384,408,17,19.2123184825786
period_counts,3,0-3h,1,2898,,,,,,,,,,,,,day,day18,408,432,17,16.2589403481718
period_counts,3,0-3h,1,2881,,,,,,,,,,,,,day,day19,432,456,9,8.64087605059704
period_counts,3,0-3h,1,2872,,,,,,,,,,,,,day,day20,456,480,14,11.6509213214882
period_counts,3,0-3h,1,2858,,,,,,,,,,,,,day,day21,480,504,9,6.03439558024188
period_counts,3,0-3h,1,2849,,,,,,,,,,,,,day,day22,504,528,7,6.30421050524735
period_counts,3,0-3h,1,2842,,,,,,,,,,,,,day,day23,528,552,7,8.25703632984456
period_counts,3,0-3h,1,2835,,,,,,,,,,,,,day,day24,552,576,6,10.1370961620787
period_counts,3,0-3h,1,2829,,,,,,,,,,,,,day,day25,576,600,10,8.98885488599541
period_counts,3,0-3h,1,2819,,,,,,,,,,,,,day,day26,600,624,4,6.53291469493957
period_counts,3,0-3h,1,2815,,,,,,,,,,,,,day,day27,624,648,6,3.48148944972555
period_counts,3,0-3h,1,2809,,,,,,,,,,,,,day,day28,648,672,5,2.86531325492202
period_counts,3,0-3h,1,2804,,,,,,,,,,,,,day,day29,672,696,5,2.71988503515776
period_counts,3,0-3h,1,2799,,,,,,,,,,,,,day,day30,696,720,3,3.27662067601474
by_arm,3,3-6h,2,236628,18891,18891,733,680.755531212963,0,720,0,0.982844712824203,2.33027933118194,733,0,62,,,,,,
period_counts,3,3-6h,2,18891,,,,,,,,,,,,,hour,h0,0,1,0,0
period_counts,3,3-6h,2,17408,,,,,,,,,,,,,hour,h1,1,2,0,0
period_counts,3,3-6h,2,16408,,,,,,,,,,,,,hour,h2,2,3,0,0
period_counts,3,3-6h,2,15514,,,,,,,,,,,,,hour,h3,3,4,0,0
period_counts,3,3-6h,2,15514,,,,,,,,,,,,,hour,h4,4,5,0,0
period_counts,3,3-6h,2,15514,,,,,,,,,,,,,hour,h5,5,6,0,0
period_counts,3,3-6h,2,3241,,,,,,,,,,,,,hour,h6,6,7,0,0
period_counts,3,3-6h,2,3241,,,,,,,,,,,,,hour,h7,7,8,0,0
period_counts,3,3-6h,2,3241,,,,,,,,,,,,,hour,h8,8,9,0,0
period_counts,3,3-6h,2,3241,,,,,,,,,,,,,hour,h9,9,10,0,0
period_counts,3,3-6h,2,3241,,,,,,,,,,,,,hour,h10,10,11,0,0
period_counts,3,3-6h,2,3241,,,,,,,,,,,,,hour,h11,11,12,4,3.17355735033382
period_counts,3,3-6h,2,3237,,,,,,,,,,,,,hour,h12,12,13,0,0
period_counts,3,3-6h,2,3237,,,,,,,,,,,,,hour,h13,13,14,0,0
period_counts,3,3-6h,2,3237,,,,,,,,,,,,,hour,h14,14,15,0,0
period_counts,3,3-6h,2,3237,,,,,,,,,,,,,hour,h15,15,16,0,0
period_counts,3,3-6h,2,3237,,,,,,,,,,,,,hour,h16,16,17,0,0
period_counts,3,3-6h,2,3237,,,,,,,,,,,,,hour,h17,17,18,0,0
period_counts,3,3-6h,2,3237,,,,,,,,,,,,,hour,h18,18,19,0,0
period_counts,3,3-6h,2,3237,,,,,,,,,,,,,hour,h19,19,20,0,0
period_counts,3,3-6h,2,3237,,,,,,,,,,,,,hour,h20,20,21,0,0
period_counts,3,3-6h,2,3237,,,,,,,,,,,,,hour,h21,21,22,0,0
period_counts,3,3-6h,2,3237,,,,,,,,,,,,,hour,h22,22,23,0,0
period_counts,3,3-6h,2,3237,,,,,,,,,,,,,hour,h23,23,24,62,54.7160526972038
period_counts,3,3-6h,2,3175,,,,,,,,,,,,,day,day2,24,48,78,67.946876542414
period_counts,3,3-6h,2,3097,,,,,,,,,,,,,day,day3,48,72,58,47.3276101166096
period_counts,3,3-6h,2,3039,,,,,,,,,,,,,day,day4,72,96,44,43.7056378904484
period_counts,3,3-6h,2,2995,,,,,,,,,,,,,day,day5,96,120,49,45.0242088514341
period_counts,3,3-6h,2,2946,,,,,,,,,,,,,day,day6,120,144,37,34.5632435656603
period_counts,3,3-6h,2,2909,,,,,,,,,,,,,day,day7,144,168,32,28.593500440392
period_counts,3,3-6h,2,2877,,,,,,,,,,,,,day,day8,168,192,36,35.8385461569925
period_counts,3,3-6h,2,2841,,,,,,,,,,,,,day,day9,192,216,30,28.4947309573293
period_counts,3,3-6h,2,2811,,,,,,,,,,,,,day,day10,216,240,33,31.619713971633
period_counts,3,3-6h,2,2778,,,,,,,,,,,,,day,day11,240,264,22,21.2267643246057
period_counts,3,3-6h,2,2756,,,,,,,,,,,,,day,day12,264,288,21,21.4226462747358
period_counts,3,3-6h,2,2735,,,,,,,,,,,,,day,day13,288,312,14,14.4220174908455
period_counts,3,3-6h,2,2721,,,,,,,,,,,,,day,day14,312,336,21,18.4358008906087
period_counts,3,3-6h,2,2700,,,,,,,,,,,,,day,day15,336,360,14,13.4926210160746
period_counts,3,3-6h,2,2686,,,,,,,,,,,,,day,day16,360,384,21,20.9155305360679
period_counts,3,3-6h,2,2665,,,,,,,,,,,,,day,day17,384,408,28,26.094010471983
period_counts,3,3-6h,2,2637,,,,,,,,,,,,,day,day18,408,432,16,16.0903234433218
period_counts,3,3-6h,2,2621,,,,,,,,,,,,,day,day19,432,456,10,9.93652835221912
period_counts,3,3-6h,2,2611,,,,,,,,,,,,,day,day20,456,480,14,12.1026926863754
period_counts,3,3-6h,2,2597,,,,,,,,,,,,,day,day21,480,504,7,5.60199532513872
period_counts,3,3-6h,2,2590,,,,,,,,,,,,,day,day22,504,528,16,15.8398815903502
period_counts,3,3-6h,2,2574,,,,,,,,,,,,,day,day23,528,552,18,18.0419301904414
period_counts,3,3-6h,2,2556,,,,,,,,,,,,,day,day24,552,576,7,6.04611992020478
period_counts,3,3-6h,2,2549,,,,,,,,,,,,,day,day25,576,600,12,11.7201571752562
period_counts,3,3-6h,2,2537,,,,,,,,,,,,,day,day26,600,624,4,4.2194938073197
period_counts,3,3-6h,2,2533,,,,,,,,,,,,,day,day27,624,648,8,8.23944948554642
period_counts,3,3-6h,2,2525,,,,,,,,,,,,,day,day28,648,672,9,8.89878015261314
period_counts,3,3-6h,2,2516,,,,,,,,,,,,,day,day29,672,696,4,3.4669352349947
period_counts,3,3-6h,2,2512,,,,,,,,,,,,,day,day30,696,720,4,3.53817430380958
by_arm,3,6-12h,3,351865,18891,18891,1186,1140.05157523667,0,720,0,1.01353976570232,5.96429203964145,1186,0,62,,,,,,
period_counts,3,6-12h,3,18891,,,,,,,,,,,,,hour,h0,0,1,0,0
period_counts,3,6-12h,3,17408,,,,,,,,,,,,,hour,h1,1,2,0,0
period_counts,3,6-12h,3,16408,,,,,,,,,,,,,hour,h2,2,3,0,0
period_counts,3,6-12h,3,15514,,,,,,,,,,,,,hour,h3,3,4,0,0
period_counts,3,6-12h,3,14507,,,,,,,,,,,,,hour,h4,4,5,0,0
period_counts,3,6-12h,3,13434,,,,,,,,,,,,,hour,h5,5,6,0,0
period_counts,3,6-12h,3,12273,,,,,,,,,,,,,hour,h6,6,7,0,0
period_counts,3,6-12h,3,12273,,,,,,,,,,,,,hour,h7,7,8,0,0
period_counts,3,6-12h,3,12273,,,,,,,,,,,,,hour,h8,8,9,0,0
period_counts,3,6-12h,3,12273,,,,,,,,,,,,,hour,h9,9,10,0,0
period_counts,3,6-12h,3,12273,,,,,,,,,,,,,hour,h10,10,11,0,0
period_counts,3,6-12h,3,12273,,,,,,,,,,,,,hour,h11,11,12,15,17.5860635835474
period_counts,3,6-12h,3,5012,,,,,,,,,,,,,hour,h12,12,13,0,0
period_counts,3,6-12h,3,5012,,,,,,,,,,,,,hour,h13,13,14,0,0
period_counts,3,6-12h,3,5012,,,,,,,,,,,,,hour,h14,14,15,0,0
period_counts,3,6-12h,3,5012,,,,,,,,,,,,,hour,h15,15,16,0,0
period_counts,3,6-12h,3,5012,,,,,,,,,,,,,hour,h16,16,17,0,0
period_counts,3,6-12h,3,5012,,,,,,,,,,,,,hour,h17,17,18,0,0
period_counts,3,6-12h,3,5012,,,,,,,,,,,,,hour,h18,18,19,0,0
period_counts,3,6-12h,3,5012,,,,,,,,,,,,,hour,h19,19,20,0,0
period_counts,3,6-12h,3,5012,,,,,,,,,,,,,hour,h20,20,21,0,0
period_counts,3,6-12h,3,5012,,,,,,,,,,,,,hour,h21,21,22,0,0
period_counts,3,6-12h,3,5012,,,,,,,,,,,,,hour,h22,22,23,0,0
period_counts,3,6-12h,3,5012,,,,,,,,,,,,,hour,h23,23,24,62,57.6328665341709
period_counts,3,6-12h,3,4950,,,,,,,,,,,,,day,day2,24,48,141,136.18305875751
period_counts,3,6-12h,3,4809,,,,,,,,,,,,,day,day3,48,72,94,85.9337842149698
period_counts,3,6-12h,3,4715,,,,,,,,,,,,,day,day4,72,96,78,81.3953404305572
period_counts,3,6-12h,3,4637,,,,,,,,,,,,,day,day5,96,120,71,65.6402858321638
period_counts,3,6-12h,3,4566,,,,,,,,,,,,,day,day6,120,144,73,62.0601973970068
period_counts,3,6-12h,3,4493,,,,,,,,,,,,,day,day7,144,168,62,56.6448087205176
period_counts,3,6-12h,3,4431,,,,,,,,,,,,,day,day8,168,192,56,51.6419515073169
period_counts,3,6-12h,3,4375,,,,,,,,,,,,,day,day9,192,216,48,49.4919158767122
period_counts,3,6-12h,3,4327,,,,,,,,,,,,,day,day10,216,240,36,33.1082210195111
period_counts,3,6-12h,3,4291,,,,,,,,,,,,,day,day11,240,264,35,34.5562110651438
period_counts,3,6-12h,3,4256,,,,,,,,,,,,,day,day12,264,288,40,45.8756942912901
period_counts,3,6-12h,3,4216,,,,,,,,,,,,,day,day13,288,312,30,26.1691030201594
period_counts,3,6-12h,3,4186,,,,,,,,,,,,,day,day14,312,336,47,51.714844447582
period_counts,3,6-12h,3,4139,,,,,,,,,,,,,day,day15,336,360,29,30.7370605109832
period_counts,3,6-12h,3,4110,,,,,,,,,,,,,day,day16,360,384,31,30.9898458114686
period_counts,3,6-12h,3,4079,,,,,,,,,,,,,day,day17,384,408,24,21.1313537559204
period_counts,3,6-12h,3,4055,,,,,,,,,,,,,day,day18,408,432,25,24.4806041728752
period_counts,3,6-12h,3,4030,,,,,,,,,,,,,day,day19,432,456,19,18.7572684447293
period_counts,3,6-12h,3,4011,,,,,,,,,,,,,day,day20,456,480,11,11.1728216735621
period_counts,3,6-12h,3,4000,,,,,,,,,,,,,day,day21,480,504,19,17.8696932970197
period_counts,3,6-12h,3,3981,,,,,,,,,,,,,day,day22,504,528,17,14.1627275503497
period_counts,3,6-12h,3,3964,,,,,,,,,,,,,day,day23,528,552,20,21.0542935667225
period_counts,3,6-12h,3,3944,,,,,,,,,,,,,day,day24,552,576,8,7.82540770013414
period_counts,3,6-12h,3,3936,,,,,,,,,,,,,day,day25,576,600,15,13.2192790872008
period_counts,3,6-12h,3,3921,,,,,,,,,,,,,day,day26,600,624,17,15.5244068816246
period_counts,3,6-12h,3,3904,,,,,,,,,,,,,day,day27,624,648,25,22.3226861427801
period_counts,3,6-12h,3,3879,,,,,,,,,,,,,day,day28,648,672,17,16.0181573953101
period_counts,3,6-12h,3,3862,,,,,,,,,,,,,day,day29,672,696,8,6.34915514558172
period_counts,3,6-12h,3,3854,,,,,,,,,,,,,day,day30,696,720,13,12.8024674022441
overall,4,ALL,,803678,56735,18953,2562,2405.38068371295,0,720,0,0.990161352242359,5.96856436642161,2562,0,124,,,,,,
by_arm,4,0-3h,1,215185,18953,18953,643,584.609191184362,0,720,0,0.959993101341507,4.74564378339631,643,0,0,,,,,,
period_counts,4,0-3h,1,18953,,,,,,,,,,,,,hour,h0,0,1,0,0
period_counts,4,0-3h,1,18953,,,,,,,,,,,,,hour,h1,1,2,0,0
period_counts,4,0-3h,1,18953,,,,,,,,,,,,,hour,h2,2,3,0,0
period_counts,4,0-3h,1,3439,,,,,,,,,,,,,hour,h3,3,4,0,0
period_counts,4,0-3h,1,3439,,,,,,,,,,,,,hour,h4,4,5,0,0
period_counts,4,0-3h,1,3439,,,,,,,,,,,,,hour,h5,5,6,0,0
period_counts,4,0-3h,1,3439,,,,,,,,,,,,,hour,h6,6,7,0,0
period_counts,4,0-3h,1,3439,,,,,,,,,,,,,hour,h7,7,8,0,0
period_counts,4,0-3h,1,3439,,,,,,,,,,,,,hour,h8,8,9,0,0
period_counts,4,0-3h,1,3439,,,,,,,,,,,,,hour,h9,9,10,0,0
period_counts,4,0-3h,1,3439,,,,,,,,,,,,,hour,h10,10,11,0,0
period_counts,4,0-3h,1,3439,,,,,,,,,,,,,hour,h11,11,12,9,9.55057688486175
period_counts,4,0-3h,1,3430,,,,,,,,,,,,,hour,h12,12,13,0,0
period_counts,4,0-3h,1,3430,,,,,,,,,,,,,hour,h13,13,14,0,0
period_counts,4,0-3h,1,3430,,,,,,,,,,,,,hour,h14,14,15,0,0
period_counts,4,0-3h,1,3430,,,,,,,,,,,,,hour,h15,15,16,0,0
period_counts,4,0-3h,1,3430,,,,,,,,,,,,,hour,h16,16,17,0,0
period_counts,4,0-3h,1,3430,,,,,,,,,,,,,hour,h17,17,18,0,0
period_counts,4,0-3h,1,3430,,,,,,,,,,,,,hour,h18,18,19,0,0
period_counts,4,0-3h,1,3430,,,,,,,,,,,,,hour,h19,19,20,0,0
period_counts,4,0-3h,1,3430,,,,,,,,,,,,,hour,h20,20,21,0,0
period_counts,4,0-3h,1,3430,,,,,,,,,,,,,hour,h21,21,22,0,0
period_counts,4,0-3h,1,3430,,,,,,,,,,,,,hour,h22,22,23,0,0
period_counts,4,0-3h,1,3430,,,,,,,,,,,,,hour,h23,23,24,66,73.9363552596569
period_counts,4,0-3h,1,3364,,,,,,,,,,,,,day,day2,24,48,69,51.2088644263623
period_counts,4,0-3h,1,3295,,,,,,,,,,,,,day,day3,48,72,49,45.7608117068222
period_counts,4,0-3h,1,3246,,,,,,,,,,,,,day,day4,72,96,41,29.5156017526816
period_counts,4,0-3h,1,3205,,,,,,,,,,,,,day,day5,96,120,44,40.3442117640472
period_counts,4,0-3h,1,3161,,,,,,,,,,,,,day,day6,120,144,35,35.4447833384012
period_counts,4,0-3h,1,3126,,,,,,,,,,,,,day,day7,144,168,39,29.5877171071124
period_counts,4,0-3h,1,3087,,,,,,,,,,,,,day,day8,168,192,31,25.7423566627395
period_counts,4,0-3h,1,3056,,,,,,,,,,,,,day,day9,192,216,24,23.0589238416865
period_counts,4,0-3h,1,3032,,,,,,,,,,,,,day,day10,216,240,20,17.5465920358754
period_counts,4,0-3h,1,3012,,,,,,,,,,,,,day,day11,240,264,21,19.400287854065
period_counts,4,0-3h,1,2991,,,,,,,,,,,,,day,day12,264,288,16,17.2530532072128
period_counts,4,0-3h,1,2975,,,,,,,,,,,,,day,day13,288,312,11,7.02905797061967
period_counts,4,0-3h,1,2964,,,,,,,,,,,,,day,day14,312,336,19,17.6992872364382
period_counts,4,0-3h,1,2945,,,,,,,,,,,,,day,day15,336,360,14,12.9875496654017
period_counts,4,0-3h,1,2931,,,,,,,,,,,,,day,day16,360,384,16,14.1768884676034
period_counts,4,0-3h,1,2915,,,,,,,,,,,,,day,day17,384,408,17,19.2120606294334
period_counts,4,0-3h,1,2898,,,,,,,,,,,,,day,day18,408,432,17,16.2603181153901
period_counts,4,0-3h,1,2881,,,,,,,,,,,,,day,day19,432,456,9,8.64148131483039
period_counts,4,0-3h,1,2872,,,,,,,,,,,,,day,day20,456,480,14,11.6510460902611
period_counts,4,0-3h,1,2858,,,,,,,,,,,,,day,day21,480,504,9,6.03395596728435
period_counts,4,0-3h,1,2849,,,,,,,,,,,,,day,day22,504,528,7,6.305739730057
period_counts,4,0-3h,1,2842,,,,,,,,,,,,,day,day23,528,552,7,8.2574274799207
period_counts,4,0-3h,1,2835,,,,,,,,,,,,,day,day24,552,576,6,10.1372441522637
period_counts,4,0-3h,1,2829,,,,,,,,,,,,,day,day25,576,600,10,8.98885464308534
period_counts,4,0-3h,1,2819,,,,,,,,,,,,,day,day26,600,624,4,6.53429010785959
period_counts,4,0-3h,1,2815,,,,,,,,,,,,,day,day27,624,648,6,3.48151412305275
period_counts,4,0-3h,1,2809,,,,,,,,,,,,,day,day28,648,672,5,2.86527661671078
period_counts,4,0-3h,1,2804,,,,,,,,,,,,,day,day29,672,696,5,2.71965075970498
period_counts,4,0-3h,1,2799,,,,,,,,,,,,,day,day30,696,720,3,3.27741227292002
by_arm,4,3-6h,2,236628,18891,18891,733,680.762548243905,0,720,0,0.982842479743388,2.33190820216786,733,0,62,,,,,,
period_counts,4,3-6h,2,18891,,,,,,,,,,,,,hour,h0,0,1,0,0
period_counts,4,3-6h,2,17408,,,,,,,,,,,,,hour,h1,1,2,0,0
period_counts,4,3-6h,2,16408,,,,,,,,,,,,,hour,h2,2,3,0,0
period_counts,4,3-6h,2,15514,,,,,,,,,,,,,hour,h3,3,4,0,0
period_counts,4,3-6h,2,15514,,,,,,,,,,,,,hour,h4,4,5,0,0
period_counts,4,3-6h,2,15514,,,,,,,,,,,,,hour,h5,5,6,0,0
period_counts,4,3-6h,2,3241,,,,,,,,,,,,,hour,h6,6,7,0,0
period_counts,4,3-6h,2,3241,,,,,,,,,,,,,hour,h7,7,8,0,0
period_counts,4,3-6h,2,3241,,,,,,,,,,,,,hour,h8,8,9,0,0
period_counts,4,3-6h,2,3241,,,,,,,,,,,,,hour,h9,9,10,0,0
period_counts,4,3-6h,2,3241,,,,,,,,,,,,,hour,h10,10,11,0,0
period_counts,4,3-6h,2,3241,,,,,,,,,,,,,hour,h11,11,12,4,3.17345557252036
period_counts,4,3-6h,2,3237,,,,,,,,,,,,,hour,h12,12,13,0,0
period_counts,4,3-6h,2,3237,,,,,,,,,,,,,hour,h13,13,14,0,0
period_counts,4,3-6h,2,3237,,,,,,,,,,,,,hour,h14,14,15,0,0
period_counts,4,3-6h,2,3237,,,,,,,,,,,,,hour,h15,15,16,0,0
period_counts,4,3-6h,2,3237,,,,,,,,,,,,,hour,h16,16,17,0,0
period_counts,4,3-6h,2,3237,,,,,,,,,,,,,hour,h17,17,18,0,0
period_counts,4,3-6h,2,3237,,,,,,,,,,,,,hour,h18,18,19,0,0
period_counts,4,3-6h,2,3237,,,,,,,,,,,,,hour,h19,19,20,0,0
period_counts,4,3-6h,2,3237,,,,,,,,,,,,,hour,h20,20,21,0,0
period_counts,4,3-6h,2,3237,,,,,,,,,,,,,hour,h21,21,22,0,0
period_counts,4,3-6h,2,3237,,,,,,,,,,,,,hour,h22,22,23,0,0
period_counts,4,3-6h,2,3237,,,,,,,,,,,,,hour,h23,23,24,62,54.7169736933073
period_counts,4,3-6h,2,3175,,,,,,,,,,,,,day,day2,24,48,78,67.9474078460093
period_counts,4,3-6h,2,3097,,,,,,,,,,,,,day,day3,48,72,58,47.3281462076394
period_counts,4,3-6h,2,3039,,,,,,,,,,,,,day,day4,72,96,44,43.7056720291238
period_counts,4,3-6h,2,2995,,,,,,,,,,,,,day,day5,96,120,49,45.0239055915339
period_counts,4,3-6h,2,2946,,,,,,,,,,,,,day,day6,120,144,37,34.5637733363997
period_counts,4,3-6h,2,2909,,,,,,,,,,,,,day,day7,144,168,32,28.5929960924046
period_counts,4,3-6h,2,2877,,,,,,,,,,,,,day,day8,168,192,36,35.8386439361992
period_counts,4,3-6h,2,2841,,,,,,,,,,,,,day,day9,192,216,30,28.4950992072475
period_counts,4,3-6h,2,2811,,,,,,,,,,,,,day,day10,216,240,33,31.6197092720487
period_counts,4,3-6h,2,2778,,,,,,,,,,,,,day,day11,240,264,22,21.2269013304693
period_counts,4,3-6h,2,2756,,,,,,,,,,,,,day,day12,264,288,21,21.4226361748911
period_counts,4,3-6h,2,2735,,,,,,,,,,,,,day,day13,288,312,14,14.4219304943952
period_counts,4,3-6h,2,2721,,,,,,,,,,,,,day,day14,312,336,21,18.4357629300125
period_counts,4,3-6h,2,2700,,,,,,,,,,,,,day,day15,336,360,14,13.4942079124674
period_counts,4,3-6h,2,2686,,,,,,,,,,,,,day,day16,360,384,21,20.9156527642227
period_counts,4,3-6h,2,2665,,,,,,,,,,,,,day,day17,384,408,28,26.094199847245
period_counts,4,3-6h,2,2637,,,,,,,,,,,,,day,day18,408,432,16,16.0920393668938
period_counts,4,3-6h,2,2621,,,,,,,,,,,,,day,day19,432,456,10,9.93658386774972
period_counts,4,3-6h,2,2611,,,,,,,,,,,,,day,day20,456,480,14,12.1025222260892
period_counts,4,3-6h,2,2597,,,,,,,,,,,,,day,day21,480,504,7,5.60196904914741
period_counts,4,3-6h,2,2590,,,,,,,,,,,,,day,day22,504,528,16,15.8397953742574
period_counts,4,3-6h,2,2574,,,,,,,,,,,,,day,day23,528,552,18,18.0433900626064
period_counts,4,3-6h,2,2556,,,,,,,,,,,,,day,day24,552,576,7,6.04600557406999
period_counts,4,3-6h,2,2549,,,,,,,,,,,,,day,day25,576,600,12,11.7201712846025
period_counts,4,3-6h,2,2537,,,,,,,,,,,,,day,day26,600,624,4,4.219636873934
period_counts,4,3-6h,2,2533,,,,,,,,,,,,,day,day27,624,648,8,8.23955359760371
period_counts,4,3-6h,2,2525,,,,,,,,,,,,,day,day28,648,672,9,8.89868523392324
period_counts,4,3-6h,2,2516,,,,,,,,,,,,,day,day29,672,696,4,3.46696909201638
period_counts,4,3-6h,2,2512,,,,,,,,,,,,,day,day30,696,720,4,3.53815240287385
by_arm,4,6-12h,3,351865,18891,18891,1186,1140.00894428468,0,720,0,1.01353283059851,5.96856436642161,1186,0,62,,,,,,
period_counts,4,6-12h,3,18891,,,,,,,,,,,,,hour,h0,0,1,0,0
period_counts,4,6-12h,3,17408,,,,,,,,,,,,,hour,h1,1,2,0,0
period_counts,4,6-12h,3,16408,,,,,,,,,,,,,hour,h2,2,3,0,0
period_counts,4,6-12h,3,15514,,,,,,,,,,,,,hour,h3,3,4,0,0
period_counts,4,6-12h,3,14507,,,,,,,,,,,,,hour,h4,4,5,0,0
period_counts,4,6-12h,3,13434,,,,,,,,,,,,,hour,h5,5,6,0,0
period_counts,4,6-12h,3,12273,,,,,,,,,,,,,hour,h6,6,7,0,0
period_counts,4,6-12h,3,12273,,,,,,,,,,,,,hour,h7,7,8,0,0
period_counts,4,6-12h,3,12273,,,,,,,,,,,,,hour,h8,8,9,0,0
period_counts,4,6-12h,3,12273,,,,,,,,,,,,,hour,h9,9,10,0,0
period_counts,4,6-12h,3,12273,,,,,,,,,,,,,hour,h10,10,11,0,0
period_counts,4,6-12h,3,12273,,,,,,,,,,,,,hour,h11,11,12,15,17.586500721132
period_counts,4,6-12h,3,5012,,,,,,,,,,,,,hour,h12,12,13,0,0
period_counts,4,6-12h,3,5012,,,,,,,,,,,,,hour,h13,13,14,0,0
period_counts,4,6-12h,3,5012,,,,,,,,,,,,,hour,h14,14,15,0,0
period_counts,4,6-12h,3,5012,,,,,,,,,,,,,hour,h15,15,16,0,0
period_counts,4,6-12h,3,5012,,,,,,,,,,,,,hour,h16,16,17,0,0
period_counts,4,6-12h,3,5012,,,,,,,,,,,,,hour,h17,17,18,0,0
period_counts,4,6-12h,3,5012,,,,,,,,,,,,,hour,h18,18,19,0,0
period_counts,4,6-12h,3,5012,,,,,,,,,,,,,hour,h19,19,20,0,0
period_counts,4,6-12h,3,5012,,,,,,,,,,,,,hour,h20,20,21,0,0
period_counts,4,6-12h,3,5012,,,,,,,,,,,,,hour,h21,21,22,0,0
period_counts,4,6-12h,3,5012,,,,,,,,,,,,,hour,h22,22,23,0,0
period_counts,4,6-12h,3,5012,,,,,,,,,,,,,hour,h23,23,24,62,57.6263645090958
period_counts,4,6-12h,3,4950,,,,,,,,,,,,,day,day2,24,48,141,136.174271350659
period_counts,4,6-12h,3,4809,,,,,,,,,,,,,day,day3,48,72,94,85.9228724624232
period_counts,4,6-12h,3,4715,,,,,,,,,,,,,day,day4,72,96,78,81.3913615954546
period_counts,4,6-12h,3,4637,,,,,,,,,,,,,day,day5,96,120,71,65.6373805003245
period_counts,4,6-12h,3,4566,,,,,,,,,,,,,day,day6,120,144,73,62.0591707987601
